InflowRate_Au5_Msun/yr,OutflowRate_Au5_Msun/yr,InflowRate_Au6_Msun/yr,OutflowRate_Au6_Msun/yr,InflowRate_Au9_Msun/yr,OutflowRate_Au9_Msun/yr,InflowRate_Au13_Msun/yr,OutflowRate_Au13_Msun/yr,InflowRate_Au17_Msun/yr,OutflowRate_Au17_Msun/yr,InflowRate_Au23_Msun/yr,OutflowRate_Au23_Msun/yr,InflowRate_Au24_Msun/yr,OutflowRate_Au24_Msun/yr,InflowRate_Au26_Msun/yr,OutflowRate_Au26_Msun/yr,InflowRate_Au28_Msun/yr,OutflowRate_Au28_Msun/yr,Time_Gyr
,,,,,,,,,,,,,,,,,,0.06647127880701513
,,,,,,,,,,,,,,,,,,0.08285551890415693
,,,,,,,,,,,,,,,,,,0.101099301709486
,,,,,,,,,,,,,,,,,,0.11990229711543493
,,,,,,,,,,,,,,,,,,0.14019508094283237
,,,,,,,,,,,,,,,,,,0.1616084031499022
,,,,,,,,,,,,,,,,,,0.1836627196673955
,,,,,,,,,,,,,,,,,,0.2072480626785323
,,,,,,,,,,,,,,,,,,0.2305610526536377
,,,,,,,,,,,,,,,,,,0.25649570565175606
,,,,,,,,,,,,,,,,,,0.28131986084536686
,,,,,,,,,,,,,,,,,,0.3085455030077809
,,,,,,,,,,,,,,,,,,0.3360086244230818
,,,,,,,,,,,,,,,,,,0.3633240406600398
,,,,,,,,,,,,,,,,,,0.3928584464329656
,,,,,,,,,,,,,,,,,,0.4217845366394565
,,,,,,,,,,,,,,,,,,0.4528384166734556
0.19636629854091076,0.05526866018535567,0.016800016199851282,0.0660000636422729,0.17148785416682916,0.05973962132860852,0.06879412088754172,0.023340862443987368,0.13492535010439213,0.0740124493291083,0.09398388730780681,0.02582763315329042,0.018771569806239816,0.01747697878511983,0.0366732129822902,0.03281287477362807,0.0862280011459225,0.006789606389442718,0.48273490297635047
,,,,,,,,,,,,,,,,,,0.5146027127861649
,,,,,,,,,,,,,,,,,,0.5485713147777866
0.24651789362197848,0.18742522662784805,0.07986528707824439,0.02313339349852596,0.3200100383653411,0.2058129077389996,0.1516784801316119,0.09754787012181731,0.28439755585709686,0.1310754062935457,0.22655775717437648,0.1086686916679422,0.08734907601238641,0.017826342043344167,0.07500948982573084,0.036028180152516395,0.12465594035833914,0.10658082900637995,0.5806405080928441
,,,,,,,,,,,,,,,,,,0.6145811106288943
,,,,,,,,,,,,,,,,,,0.64589949215388
0.5610992347927208,0.2110504705185967,0.5360866592368454,0.07748127496782531,0.6034232117484208,0.3519968735199121,1.3350280910691965,0.15971030555544782,0.11601275629656665,0.32860756093855087,0.34679693228014685,0.227233368985006,0.15983519100160534,0.08754224242137394,0.1818873473080348,0.08532986663833733,0.08293846770647181,0.15106649475107364,0.6836465187746339
,,,,,,,,,,,,,,,,,,0.7184760073069154
,,,,,,,,,,,,,,,,,,0.7550751403849797
0.552588198904222,0.5822912156810209,1.4480194004415532,0.5766220112472613,1.6495134499170239,0.5736647951051861,1.8354891610416748,1.4082495438046885,0.2461373398320141,0.13887565504283367,0.865714764133783,0.3685471424455248,0.2778411818702343,0.1863432826197957,0.3998287781321943,0.16137333486334055,0.12757505713553527,0.10124075635067709,0.787921774026992
,,,,,,,,,,,,,,,,,,0.828047199147906
,,,,,,,,,,,,,,,,,,0.8640571513750602
0.4517668172502971,0.5432508826320409,1.6423647042196132,1.3137020591072273,2.3460111048963226,1.4966028691903133,3.8991358871025,1.7575484885208628,0.8397357167256555,0.31943091073966057,1.0383311788678062,0.8545958965340164,0.18521519271091236,0.25428715684343495,0.695705833246782,0.39667437860562144,0.7449026278774158,0.13899840102323535,0.9016270192750335
,,,,,,,,,,,,,,,,,,0.9408235520130295
,,,,,,,,,,,,,,,,,,0.9817162432109339
0.8220983653376176,0.4102903226392664,1.5923693036000415,1.5522216166725704,1.7826724311491315,2.268806109459432,3.9303100570243457,3.522177179021088,4.266443133501344,0.9392086353371927,1.2961484125489187,1.003091600926101,0.22864876301568623,0.20497807609556012,1.458226539508244,0.7804240216592354,3.233533657362796,0.8642478456862495,1.0171412614273008
,,,,,,,,,,,,,,,,,,1.061333567335198
,,,,,,,,,,,,,,,,,,1.0996152207180008
1.4661559168148675,0.7464762500754547,2.1048841923896435,1.2990495687036567,4.79772846963296,1.4740756940980957,4.391897483596589,3.11446826492183,11.634802129386877,3.370708894307831,1.477802484647944,1.4186692662554574,0.4010939136614096,0.2419901521852685,2.291190039391071,1.4346571232392946,4.058251599735351,2.553770490796279,1.1392690677058177
,,,,,,,,,,,,,,,,,,1.1887329941227875
1.72693075892111,2.066586100416723,3.177432988111192,3.0884364887486293,7.0042095594535665,5.4223701701636875,10.433139427587196,4.476815696922659,20.794552945878554,10.766168941746924,2.98964814054963,2.2794428432975766,2.690412893429059,0.6665155293263612,3.64233252510536,3.2986379617908805,4.7500812474108605,4.5822338535094165,1.222887837331828
,,,,,,,,,,,,,,,,,,1.2669540184102086
3.8656846292652816,1.5035389491648583,3.834627115316086,2.5644331829343816,4.876911723214739,7.537877562375654,7.783483822179122,8.121334282202552,19.884583316740915,13.768016717330248,5.9429413459887686,2.6350777666176617,2.253597080852313,2.396270852877495,5.280595681724054,2.7769538814535184,5.713352854198825,3.9134324288850864,1.3125949903702092
,,,,,,,,,,,,,,,,,,1.359865573512625
5.126923552935808,4.231692680266262,3.7655149933080065,2.7825818561567464,7.894916486484141,4.5110671524385095,10.90114116718953,6.666961636315316,28.73422724486893,15.071758403175838,6.193381503652695,5.828757281939278,2.096556490026347,2.2084627206837024,14.383640327617224,3.3865144049090405,7.489729874260645,4.669767380062057,1.3988933134958883
,,,,,,,,,,,,,,,,,,1.449240943696033
5.467326279329181,3.840925462661656,5.045650364988948,2.89362181396808,5.374243321387161,6.773470866443973,9.04054359709387,7.225467676922621,37.47407197272376,17.73695457627816,5.2755407461609485,4.414757701541337,5.002839373030285,2.1140540872875953,9.621301543524503,12.11391886618481,7.736586346749807,5.226328646838966,1.4908067298866303
,,,,,,,,,,,,,,,,,,1.5335511640597344
7.847891306313526,3.9768580870265233,4.935449031699148,3.8675012071966344,4.994351101696584,4.168880671613107,7.598841871364659,7.712818132046264,19.391553709124565,27.731415551182582,18.416768844961663,3.4218613841484715,3.432900388153529,3.8348369269541465,12.31548410506666,7.957543507043072,7.845681433909246,7.00881813213136,1.577506484958674
,,,,,,,,,,,,,,,,,,1.6227057098538533
12.199614074402737,5.981877859452152,8.481571785345468,5.861631378109964,9.159169066841455,4.258155783726788,9.906985664512607,5.7688379933157545,18.80896463663281,16.4755023435315,21.324875908439335,11.048225560531847,3.984580535607596,2.946393920501046,4.446852795037128,12.437941881608104,5.528072954496396,6.234308403589794,1.669182644236522
,,,,,,,,,,,,,,,,,,1.7169718907593048
8.84252686697415,9.387572843228387,9.095939425122099,5.056761479903037,14.153637390154552,9.370805416384211,9.925118684137171,7.449819372691048,28.297129548083504,13.775658748489656,22.111012088725683,14.961538703115222,4.460202252488537,3.1223216414271793,4.0926340877392695,3.2186240383897022,8.567292506950757,4.765902724692624,1.7661088573246462
,,,,,,,,,,,,,,,,,,1.816629764214748
5.171343414629276,6.98333834440508,8.672332491735759,7.844992603581331,14.564484218551431,7.777588694232586,9.830077066533937,7.372692495393278,37.833946915492696,17.769941811249133,20.23218735866159,15.141101954880183,5.001600010917165,3.619616309410481,13.572784012749231,4.3015284717328335,8.99769621976702,5.922828230446322,1.8685716501485172
,,,,,,,,,,,,,,,,,,1.9084833274036512
7.341450083730555,4.35053477945088,9.755926975298209,7.363771853574714,22.61132925850435,17.39446220862489,11.801953728570904,7.734290064840155,35.53334700390148,26.49806110585499,40.44782207519038,13.140967246894435,4.2989349045387435,3.9471590618199657,6.601158714624101,12.399523451987328,12.069861256743426,7.486312381377695,1.9630035294403505
,,,,,,,,,,,,,,,,,,2.0190508219330408
8.146574804226308,5.810389991375656,14.378029799270603,7.902611345491249,22.874400053144992,18.226225085533223,10.91134488206595,8.78689394632653,25.621167637443502,25.265978045288655,17.7640136389327,33.759693368159155,17.371566316312126,3.3247466248426,8.816577406155535,4.611622514608785,11.15546216075141,8.386607246472842,2.0621125598482384
,,,,,,,,,,,,,,,,,,2.1060730877203264
9.682125194332016,6.6680854089221775,20.92421729438095,7.218090173586349,14.201818891204807,13.117080040771082,9.595859604623625,8.450917179179822,24.874580635736407,18.47919786550896,22.46769471059204,16.398645798591552,23.593304781831712,11.891746084616633,13.501332892932535,8.921566017378225,10.283183977178235,8.018958998978372,2.1661155297135957
,,,,,,,,,,,,,,,,,,2.2122417459579915
14.887197600983832,7.495950074430942,12.505114630116807,17.32087101138409,29.054828171919095,11.067860561267496,13.070043888496649,8.124653890810086,30.696442647117426,21.208049388598916,30.73611443466088,15.62712576982263,15.078645005358403,16.64149641035933,12.452183769463016,7.3284997443536595,10.22797831812644,7.687186930259274,2.2593261018160335
,,,,,,,,,,,,,,,,,,2.323627460004302
14.822498873863852,8.167100759677593,12.405598781494511,10.036416372258609,26.30776977777734,14.679258839278054,13.099004525634419,8.810521448553825,37.004053459482,20.0465374404036,34.50164637689865,17.402817816930252,10.513352266232111,12.091429672494147,12.676611633031637,13.43189843591448,9.765803814547631,7.656454598215001,2.373019331576575
,,,,,,,,,,,,,,,,,,2.4234315422739354
16.352765164243404,12.603630995413392,14.61756096126978,9.345879371659304,23.62682115336468,17.7642987213049,11.06443748711891,11.177162947410876,45.75455120903671,29.330670321866386,19.742175750912278,23.214210956560404,15.888009441070029,9.412641849033939,9.059519404525586,8.733106492839251,13.93532266675111,7.986661585122768,2.4748832930541576
,,,,,,,,,,,,,,,,,,2.5273940279894926
19.376969007226474,13.70267865155714,18.24940436766272,10.035495160683462,18.201089667830566,17.25090848538069,14.765395542147496,8.66162307386459,44.38381238741351,30.016053929684873,17.717211094711764,17.344671376636153,16.271888359403093,11.394050414759274,13.361453859500722,7.480800933084798,11.411954771674656,9.604285491996526,2.580983429654348
,,,,,,,,,,,,,,,,,,2.6356714139081894
18.607901386143713,12.647322452515551,20.716846562719905,11.997996558173485,23.539799460322858,12.537371395787469,13.556127160084284,12.228143303101865,64.25820213626055,28.55215669067116,26.851998434984388,15.28872749593941,15.880085930092799,12.122906353913555,12.352243035089227,9.287078121454622,11.13977820021487,8.860019913045816,2.6914781240414243
,,,,,,,,,,,,,,,,,,2.7484239242513175
17.789161805567154,13.623525463626196,26.950479196261323,23.105633532042265,21.046612687988816,16.139909041289908,35.087124131027835,9.70121267547072,43.28893425063588,38.148805020899005,26.217276407041652,19.575387040021187,14.033534328846915,11.723687291979813,14.477095457680408,9.638999329516556,16.514367589655294,13.126737007848755,2.806529392414443
,,,,,,,,,,,,,,,,,,2.845920886458248
16.661894491639703,14.01591843951555,36.388443929071855,28.402230804854558,23.1945024491919,16.070481232626513,30.56935593236596,26.317815815492537,45.30541384834496,35.493255029402604,42.2056565362824,18.719393585073405,21.364447795027864,11.281382879365127,20.362999883876,11.628941269681398,17.38734428654413,15.023146400559757,2.9060054179571972
,,,,,,,,,,,,,,,,,,2.967305473366943
29.23603341895251,11.472252468410652,27.363385079666585,18.113103359786194,21.937434955626145,16.29585383853819,22.963357832243332,21.29677937656899,51.39878709826393,42.325988858968586,34.96339600379002,24.418581214768174,25.33293004593193,14.313866250080459,34.43474513635451,24.439066358610795,8.39284316871455,8.890029834583546,3.0088579731457497
,,,,,,,,,,,,,,,,,,3.072231290973469
27.38113572748889,17.16627670021373,32.613106542661484,15.629421556370994,23.9440432265988,15.051683364465067,30.0977715306782,15.279159849776349,69.10041960116237,30.40024848391636,25.42816223915967,23.13290354204467,14.299749830296022,17.099532418545742,19.789630647977525,13.718407568924619,9.417986934591069,6.607081531550096,3.1368772698499368
,,,,,,,,,,,,,,,,,,3.1806923396375266
23.774493063724357,25.466973695096648,33.18699433891032,20.688496573737893,23.883754218834255,19.465002750998767,28.005631456477087,28.2815809637278,63.0965053050425,47.58191330157542,32.99487233955353,21.564110348327176,23.621829556619687,14.837264491095825,51.28804109281652,18.08721068430259,11.54421123653718,8.1640723642786,3.2475077386178577
,,,,,,,,,,,,,,,,,,3.29278934427696
26.857306620594024,18.94252348113839,28.243258533620303,20.33554235545563,26.660771086033964,19.074822003859506,30.839381938960734,19.954070478425688,49.28099818969719,42.23511814343436,31.54556453054912,23.81032499796525,54.72536479206025,13.9269934352494,45.044110237937,29.25234530257123,20.41659142062589,7.462936426320651,3.3618350776082777
,,,,,,,,,,,,,,,,,,3.4086240028754324
24.634060839864276,18.368438866596797,28.742806290228327,19.549143829078616,32.434643632266,19.086468307088783,28.0525077015356,20.997553910472035,41.44540167169418,37.98692550204085,28.514622953523524,21.708843272361698,52.04979696599196,33.19365162567314,34.49276860002326,37.472984535377655,16.14541414311528,11.646456832934469,3.479961474656566
,,,,,,,,,,,,,,,,,,3.5282987876937213
21.96094765631638,17.587147910473053,28.536994783476743,22.89950651457169,40.43762508642903,24.190933488192215,26.658337416404645,21.748483937010825,64.15214049970113,30.958820374697854,31.696947322636927,20.444546875273325,47.91450953332823,35.38464336460758,16.52433280959318,28.31280538864883,15.248607229567474,12.207686999908212,3.6019897617620327
,,,,,,,,,,,,,,,,,,3.6519167237611208
26.5671924896902,18.586975156666757,38.692535181260574,24.170828754423678,58.5055735966646,26.92569987517979,28.316814487304647,22.95897063346729,54.06382122392522,44.9011864160048,70.53295643940662,25.09827373405328,34.65311867703766,36.03313061954163,16.721437204097356,19.082185151534265,21.703098831390292,12.780565334096192,3.7024911227143984
,,,,,,,,,,,,,,,,,,3.779581143664456
30.66724041552116,16.4252472465276,34.06443688798473,25.39872104624729,55.69065027483332,35.98909416964173,19.293530490110264,22.386950310244774,60.82638845869148,36.47735062272849,51.77405658397765,38.2005075685442,48.80220953417724,25.43833448896965,19.23719057155908,12.170421873952252,17.86573828964202,15.578901137271243,3.831803087380354
,,,,,,,,,,,,,,,,,,3.884695618980985
46.67041147568343,24.701471576836045,38.618575634220896,24.449516372710686,51.502531572151454,41.3857191827553,18.97084449617951,20.084671856512806,56.47434839912224,46.70116478963984,31.768335691004648,32.22985234997943,46.43157378363134,35.21125220165083,18.98003565351848,16.659130996138547,44.12436296968129,14.625964457429204,3.938265337136893
44.040720512290896,32.17440778990214,35.69313571323553,28.60286036447044,50.27975326986152,47.23664553998809,28.85398399161219,19.066485414283974,60.263972475689194,45.39555196682645,39.89889831178008,32.90419082407075,54.57601524783256,35.8122587193459,31.67920653438737,19.931869689830307,48.68802874849236,33.410465772143496,4.019904040912364
,,,,,,,,,,,,,,,,,,4.075195500867405
26.827408800785864,36.581397977190285,27.137152086007383,24.99190160325253,43.692250251588874,29.415384318573008,25.085185026192583,15.685495784665562,59.651494110605135,42.19817132993271,40.326978655966926,30.246682560132903,45.73075042356709,32.950857368848986,27.049134477359704,18.126115800091032,24.091955140432855,28.018173390245064,4.131187117639905
,,,,,,,,,,,,,,,,,,4.187885403787746
27.667507123800856,22.11802712984436,23.512251844347688,22.115779185411597,26.044571688531132,33.689272639000116,22.060808669077463,18.320146988610205,54.50799688942999,40.38729945560945,55.98245477921368,25.936900549766406,50.22239037297967,28.993555022140132,40.110611301276506,17.815958681005892,17.973654665418703,19.65550958724976,4.2452968426604185
,,,,,,,,,,,,,,,,,,4.303427884508465
32.60552411500054,21.047826917905805,25.40261664371721,25.165687195625782,35.990430589878095,26.24878169551629,25.20487386812585,18.321465426092043,64.70398508233623,42.25322993863234,50.038610875347295,35.898869908720734,47.86682918960119,30.920790103268494,31.586856165744816,25.152240279952597,21.367376867382728,15.709956461571943,4.362284942489244
,,,,,,,,,,,,,,,,,,4.421874388570173
23.01220210663993,20.780718795267784,37.964303694065634,20.277937842489624,32.498516480371926,25.24092182161668,22.552969408258715,16.13004576702529,58.157898876181946,53.906250296618566,54.17444398306864,33.261434188292526,42.24730068649292,31.687779921909648,27.717004836886566,23.27391288039684,24.866483704742752,19.567611384162262,4.482202549331073
,,,,,,,,,,,,,,,,,,4.543275701667361
27.31682311965332,16.784199447393306,41.06570677612612,29.45494411167759,40.62807668593183,25.938009386376915,23.92059905386115,17.936855720343456,48.268602756166366,45.44877101463803,52.57544952544622,36.256687297358816,33.82454523749643,29.951390072870296,30.27599922238258,21.517763286575704,24.209917342760853,19.5668446762824,4.605100068396202
,,,,,,,,,,,,,,,,,,4.667681813768118
31.42430391690265,18.61864715045832,24.79975663697646,36.3080564688266,38.662998146021145,28.618654504261247,21.852418773451006,21.174668067816658,59.76554098484321,42.93475984757742,47.250615261179256,33.20057481652834,35.3785046072346,29.46876654672525,116.0938683864992,23.542692918650683,20.45732596924618,19.43581651446196,4.731027038886768
,,,,,,,,,,,,,,,,,,4.795141777040001
36.57895985836831,21.4767980245361,39.06678916462181,20.353538821872927,35.80249968535376,24.653726926757223,16.62936498858988,21.448714152292897,71.9838826589961,40.77459156182096,40.713092450123526,38.95319362972324,31.433564508724874,27.081759026762903,64.86437127826571,75.98887003703507,16.25219557578456,18.233224595849343,4.860031988945721
,,,,,,,,,,,,,,,,,,4.9257035579162896
35.982041938325146,24.670594885221124,48.44548149553829,45.87259475733156,40.79864450775146,30.61288874033791,21.288697844065865,19.83428771078581,84.3353189503879,48.97177781253132,73.24699975738534,38.71874193973501,34.78685376992891,27.95419493775072,114.63962393887437,46.24072070168161,20.055479841886555,17.74741972334966,4.958834167462915
,,,,,,,,,,,,,,,,,,5.025688621808686
28.06995127354428,23.89591137191069,43.06549464705514,30.37148545368488,36.533162754472364,21.401336382713648,32.15741261403838,27.205540461027873,62.28927400460735,50.29918835053479,44.28432771880185,40.71525328532908,37.977872917511554,25.749953718707737,80.11471588481696,43.013885450537735,26.97649993281124,11.719563180309445,5.093338770433033
,,,,,,,,,,,,,,,,,,5.161790186576062
35.49972013501734,22.14107488950439,41.42447771702536,33.110362065706724,33.26558061614758,25.942270264764893,16.76642437600041,19.80224293468088,63.94931822702616,45.72887870643769,53.77935660069762,47.86600048132276,108.9115740666612,30.89347477428532,33.71235062547819,51.07081115624101,30.099061885457527,18.93265006182557,5.196318084388502
,,,,,,,,,,,,,,,,,,5.265981631351412
36.792501979375274,24.2845274934082,47.617650964658345,23.839993903056275,33.73709248291346,20.056372218896716,25.78699178158924,22.37758764071889,52.659566976934414,45.4228880270076,65.75041904004811,36.98121741014029,62.171455567298125,40.68657136280765,35.66043015806362,39.18710905004929,25.726768960056567,17.54756972938611,5.336459929822709
,,,,,,,,,,,,,,,,,,5.4077581800180665
40.32268706445402,27.976772325196883,42.00639853745493,39.316549081741705,24.95899046752937,24.91894300760035,19.368234915065017,15.444147139554635,49.14567984213451,52.715360688346905,71.72379764618752,51.50009744235911,49.74358435948079,37.720053032167115,35.2927823511808,31.933439116476578,34.213827247025,24.00133890253753,5.443716379840261
,,,,,,,,,,,,,,,,,,5.516254047488027
30.674061632626287,25.595829244559845,33.90500096591562,29.7415790545708,25.576683752107638,19.811875261052176,20.980608283568333,10.49862797829572,46.8058944558358,37.7967694164108,69.60513087680174,39.3243534509684,34.85547611111445,35.040881821513544,34.18146687902469,23.845940551016096,42.173182913471,21.092864863027792,5.589624137566063
,,,,,,,,,,,,,,,,,,5.6266228345338405
20.886124554119927,27.740144924154727,56.26636468429261,29.67062690437863,32.80452207832916,22.71604646789545,23.77018691733089,14.608595858668384,39.838221716001215,45.42294522410194,65.7782407577261,51.67964388073312,41.152347858465355,28.254877557260425,34.83947547107557,25.46523530506933,43.775566554681134,32.30482323241789,5.701250444929451
,,,,,,,,,,,,,,,,,,5.738880497072539
28.538820595221495,18.9563865154948,39.34665784163801,32.839945310222305,40.85509253694136,20.48875156603644,25.411029154413292,16.306901631661347,53.580869192803775,30.594157254305248,88.80007620870158,50.65778446734352,33.593960364241674,26.1059739582879,63.486931098764,25.44061505663404,46.7059469954092,28.8580195456668,5.814775874208993
,,,,,,,,,,,,,,,,,,5.891521878454497
27.8571049357764,19.660652474935446,39.61458639998413,36.543163153402105,40.557501320816876,24.20536465768557,33.67656065182331,17.475983477375085,56.488027784981966,35.0256980558549,65.21423404889894,59.9849409329551,34.381565569486035,27.257607213942386,44.79506292154664,36.55897470831929,48.45995648215908,31.99792837421792,5.930215178562359
,,,,,,,,,,,,,,,,,,6.008244914241371
34.732891355195214,19.7952983072014,32.07882342529563,30.525377293912253,47.2054355043037,23.12533522687176,26.63380439176327,21.12633025317969,49.91958523827988,41.75764678294541,77.32567125200538,42.267938751842195,25.03286345275572,23.99044707635191,46.49413944617602,32.44164447665423,56.41644477845102,29.347906531909597,6.0475823352797695
,,,,,,,,,,,,,,,,,,6.126904669625373
41.20701630954223,24.08146908652792,65.16725603256555,26.810152371896447,53.48063629933469,28.367032087771413,29.755966576739116,17.803237077915878,55.36330918479595,34.4607698574394,63.007081940956525,51.80565478832349,31.02996063517955,21.40587469237141,50.97221150428226,30.364351119463898,50.04326951308484,33.76112644896572,6.166890505476897
,,,,,,,,,,,,,,,,,,6.24751373944737
51.249775154748605,24.252594763055107,54.812900547586814,45.65547820647638,39.27540311336052,29.771835936945685,26.85877966373261,19.881970701468386,48.61545033991352,41.52100442934976,60.447418427985774,51.04240695041526,37.579259892789096,22.81986871785052,65.05036338768127,30.55333718889927,49.364474140306875,35.2463200854997,6.288151994277392
,,,,,,,,,,,,,,,,,,6.370083836372647
35.268183955455896,30.952079471227623,49.350541803400375,37.98211929257105,37.26617345094845,25.31520345362508,41.76058653456268,19.659498572092925,52.8950274091024,37.88664559730046,66.44154670079982,52.17409657444319,40.5171593884498,25.264623664528525,34.62884298249063,35.71284205137906,34.3802924099923,39.64088420948165,6.41137821166668
28.228656844879417,31.124389697886674,58.366741730848446,34.31020989885042,44.05650693687488,29.59560463927987,47.528192263799056,28.040380093517317,59.3510538547041,46.22596556183412,91.41002942643411,64.0276851457639,68.9705159799473,40.09379026680247,44.68990595068268,34.75472518669595,23.402574516376685,32.40339555523496,6.494625752296442
,,,,,,,,,,,,,,,,,,6.536579634205232
39.107904251768566,23.976419175368008,40.79749131684104,38.84437559980152,34.14970410636036,29.65367428821504,101.66200222846258,41.240289521072704,64.44438736573835,43.29366372157095,77.47314621160476,54.69873914263341,85.50885750695528,45.12808045131453,49.00530779745016,31.330101754875106,31.910383826840537,25.994417866535223,6.578754047850824
,,,,,,,,,,,,,,,,,,6.663765767795181
